datetime,main.temp,main.humidity,main.feels_like,city_name
2026-01-08 09:00:13+08:00,27.4,79.0,30.53,Bais
2026-01-08 09:00:19+08:00,25.96,81.0,25.96,Batangas City
2026-01-08 09:00:24+08:00,27.02,89.0,30.69,Baybay
2026-01-08 09:00:13+08:00,27.3,80.0,30.42,Bogo
2026-01-08 09:00:32+08:00,27.12,77.0,29.71,Borongan
2026-01-08 09:00:16+08:00,28.34,82.0,33.32,Butuan
2026-01-08 09:00:37+08:00,28.33,81.0,33.12,Cabadbaran
2026-01-08 09:00:39+08:00,26.01,76.0,26.01,Cabanatuan City
2026-01-08 09:00:43+08:00,26.88,86.0,30.02,Cadiz
2026-01-08 09:00:49+08:00,26.1,81.0,26.1,Calamba
2026-01-08 09:00:53+08:00,25.99,85.0,25.99,Calbayog City
2026-01-08 09:00:33+08:00,26.22,83.0,26.22,Caloocan City
2026-01-08 09:01:03+08:00,26.33,81.0,26.33,Catbalogan
2026-01-08 09:00:31+08:00,23.25,88.0,23.93,Dagupan
2026-01-08 08:57:02+08:00,27.05,94.0,31.32,Davao
2026-01-08 09:01:42+08:00,28.38,82.0,33.43,Digos
2026-01-08 09:01:16+08:00,27.17,83.0,30.44,Dipolog
2026-01-08 08:59:56+08:00,26.99,89.0,30.6,Dumaguete
2026-01-08 09:02:06+08:00,28.88,74.0,33.21,General Santos
2026-01-08 09:02:10+08:00,27.95,78.0,31.68,Gingoog City
2026-01-08 09:02:15+08:00,26.53,80.0,26.53,Iligan City
2026-01-08 09:02:18+08:00,25.81,89.0,26.77,Iloilo City
2026-01-08 09:01:42+08:00,27.15,81.0,30.18,Kidapawan
2026-01-08 09:02:28+08:00,29.14,77.0,34.47,Koronadal
2026-01-08 09:02:42+08:00,26.68,92.0,30.01,Legazpi City
2026-01-08 09:02:47+08:00,25.78,89.0,26.74,Lucena
2026-01-08 09:02:51+08:00,26.17,79.0,26.17,Makati City
2026-01-08 09:02:56+08:00,23.35,82.0,23.88,Malaybalay
2026-01-08 09:00:01+08:00,26.2,82.0,26.2,Manila
2026-01-08 09:03:20+08:00,27.43,76.0,30.25,Ormoc
2026-01-08 09:03:10+08:00,25.14,82.0,25.85,Pagadian
2026-01-08 09:03:36+08:00,26.03,82.0,26.03,Quezon City
2026-01-08 08:59:59+08:00,27.82,80.0,31.65,Surigao City
2026-01-08 09:00:45+08:00,26.22,80.0,26.22,Tacloban City
2026-01-08 09:04:38+08:00,27.54,79.0,30.85,Toledo City
2026-01-08 09:04:50+08:00,26.99,83.0,30.0,Zamboanga City
2026-01-08 10:00:03+08:00,26.58,69.0,26.58,Antipolo
2026-01-08 10:00:05+08:00,27.1,79.0,29.86,Bacolod
2026-01-08 10:00:00+08:00,17.02,77.0,16.79,Baguio
2026-01-08 10:00:12+08:00,27.98,75.0,31.31,Bais
2026-01-08 10:00:18+08:00,27.08,77.0,29.63,Batangas City
2026-01-08 10:00:21+08:00,28.15,87.0,33.68,Baybay
2026-01-08 10:00:30+08:00,27.72,75.0,30.75,Bogo
2026-01-08 10:00:32+08:00,27.92,70.0,30.51,Borongan
2026-01-08 10:00:36+08:00,29.99,79.0,36.99,Cabadbaran
2026-01-08 10:00:37+08:00,27.68,69.0,29.94,Cabanatuan City
2026-01-08 09:58:43+08:00,28.84,70.0,32.38,Cagayan de Oro
2026-01-08 10:00:52+08:00,27.46,75.0,30.2,Calbayog City
2026-01-08 10:01:05+08:00,28.09,70.0,30.84,Catbalogan
2026-01-08 10:00:00+08:00,28.81,79.0,34.01,Cebu City
2026-01-08 10:00:31+08:00,23.96,85.0,24.63,Dagupan
2026-01-08 09:58:05+08:00,28.05,83.0,32.71,Davao
2026-01-08 10:01:30+08:00,29.53,74.0,34.81,Digos
2026-01-08 10:01:17+08:00,28.25,76.0,32.07,Dipolog
2026-01-08 10:00:39+08:00,27.99,83.0,32.54,Dumaguete
2026-01-08 10:01:44+08:00,31.88,62.0,37.4,General Santos
2026-01-08 10:01:45+08:00,29.26,70.0,33.3,Gingoog City
2026-01-08 10:01:56+08:00,28.29,70.0,31.24,Iligan City
2026-01-08 10:01:58+08:00,26.26,86.0,26.26,Iloilo City
2026-01-08 10:01:44+08:00,28.45,73.0,32.04,Kidapawan
2026-01-08 10:02:03+08:00,30.67,63.0,34.88,Koronadal
2026-01-08 10:01:44+08:00,29.02,79.0,34.58,Lapu-Lapu City
2026-01-08 10:02:22+08:00,27.81,88.0,32.83,Legazpi City
2026-01-08 10:02:28+08:00,26.2,87.0,26.2,Lucena
2026-01-08 10:01:49+08:00,27.47,74.0,30.11,Makati City
2026-01-08 10:02:38+08:00,24.99,71.0,25.4,Malaybalay
2026-01-08 10:03:02+08:00,28.9,64.0,31.49,Ormoc
2026-01-08 10:01:35+08:00,26.45,77.0,26.45,Pagadian
2026-01-08 10:03:58+08:00,28.51,76.0,32.69,Surigao City
2026-01-08 10:04:03+08:00,28.01,70.0,30.69,Tacloban City
2026-01-08 10:04:25+08:00,28.16,76.0,31.87,Toledo City
2026-01-08 10:04:41+08:00,28.99,79.0,34.5,Zamboanga City
2026-01-08 11:00:02+08:00,27.25,65.0,28.83,Angeles City
2026-01-08 11:00:04+08:00,27.52,69.0,29.66,Antipolo
2026-01-08 11:00:05+08:00,27.54,77.0,30.61,Bacolod
2026-01-08 11:00:12+08:00,28.6,74.0,32.55,Bais
2026-01-08 11:00:18+08:00,28.17,73.0,31.43,Batangas City
2026-01-08 11:00:23+08:00,28.52,85.0,34.4,Baybay
2026-01-08 11:00:33+08:00,28.25,69.0,31.01,Borongan
2026-01-08 10:55:38+08:00,30.0,70.0,35.04,Butuan
2026-01-08 11:00:36+08:00,29.99,77.0,36.81,Cabadbaran
2026-01-08 11:00:39+08:00,28.79,65.0,31.44,Cabanatuan City
2026-01-08 11:00:43+08:00,27.54,80.0,30.98,Cadiz
2026-01-08 10:57:29+08:00,29.39,69.0,33.39,Cagayan de Oro
2026-01-08 11:00:49+08:00,28.32,76.0,32.24,Calamba
2026-01-08 11:00:54+08:00,28.64,68.0,31.63,Calbayog City
2026-01-08 11:00:56+08:00,28.2,76.0,31.96,Caloocan City
2026-01-08 11:01:03+08:00,29.47,63.0,32.39,Catbalogan
2026-01-08 11:00:31+08:00,24.32,84.0,25.0,Dagupan
2026-01-08 10:59:56+08:00,30.05,70.0,35.16,Davao
2026-01-08 11:01:32+08:00,30.95,67.0,36.59,Digos
2026-01-08 11:01:01+08:00,32.88,55.0,37.54,General Santos
2026-01-08 11:01:43+08:00,30.23,65.0,34.38,Gingoog City
2026-01-08 11:01:42+08:00,28.95,67.0,32.08,Iligan City
2026-01-08 11:01:54+08:00,26.78,83.0,29.51,Iloilo City
2026-01-08 11:01:42+08:00,29.9,66.0,33.88,Kidapawan
2026-01-08 11:02:06+08:00,32.5,55.0,36.7,Koronadal
2026-01-08 11:02:16+08:00,30.02,70.0,35.09,Lapu-Lapu City
2026-01-08 11:02:19+08:00,28.14,87.0,33.65,Legazpi City
2026-01-08 11:02:24+08:00,26.39,86.0,26.39,Lucena
2026-01-08 11:01:46+08:00,27.28,74.0,29.73,Makati City
2026-01-08 11:02:32+08:00,26.39,61.0,26.39,Malaybalay
2026-01-08 11:02:39+08:00,27.98,75.0,31.31,Manila
2026-01-08 11:02:55+08:00,30.05,58.0,32.53,Ormoc
2026-01-08 11:01:47+08:00,27.9,71.0,30.6,Pagadian
2026-01-08 11:01:16+08:00,27.83,75.0,30.98,Quezon City
2026-01-08 11:03:45+08:00,28.05,76.0,31.61,Surigao City
2026-01-08 11:00:45+08:00,29.22,64.0,32.09,Tacloban City
2026-01-08 11:04:12+08:00,28.43,76.0,32.5,Toledo City
2026-01-08 11:04:28+08:00,30.99,70.0,37.57,Zamboanga City
2026-01-08 12:00:00+08:00,29.25,54.0,30.54,Angeles City
2026-01-08 12:00:04+08:00,27.96,68.0,30.33,Antipolo
2026-01-08 12:00:06+08:00,27.76,76.0,30.96,Bacolod
2026-01-08 12:00:00+08:00,19.25,73.0,19.14,Baguio
2026-01-08 12:00:14+08:00,28.8,74.0,33.02,Bais
2026-01-08 12:00:24+08:00,28.09,83.0,32.81,Baybay
2026-01-08 11:55:53+08:00,28.78,69.0,32.08,Bogo
2026-01-08 12:00:34+08:00,28.22,71.0,31.24,Borongan
2026-01-08 12:00:36+08:00,31.12,66.0,36.73,Butuan
2026-01-08 12:00:38+08:00,31.11,75.0,38.11,Cabadbaran
2026-01-08 12:00:40+08:00,28.79,62.0,30.98,Cabanatuan City
2026-01-08 12:00:43+08:00,27.97,76.0,31.43,Cadiz
2026-01-08 11:57:04+08:00,31.06,64.0,36.02,Cagayan de Oro
2026-01-08 12:00:49+08:00,27.77,76.0,30.99,Calamba
2026-01-08 12:00:53+08:00,29.34,65.0,32.51,Calbayog City
2026-01-08 12:01:05+08:00,30.14,60.0,33.1,Catbalogan
2026-01-08 11:57:15+08:00,29.81,74.0,35.54,Cebu City
2026-01-08 12:00:31+08:00,24.25,83.0,24.9,Dagupan
2026-01-08 11:58:15+08:00,30.05,70.0,35.16,Davao
2026-01-08 12:01:32+08:00,31.84,65.0,38.25,Digos
2026-01-08 12:01:18+08:00,29.14,73.0,33.63,Dipolog
2026-01-08 11:59:20+08:00,27.99,83.0,32.54,Dumaguete
2026-01-08 12:01:02+08:00,32.88,55.0,37.54,General Santos
2026-01-08 12:01:42+08:00,31.13,60.0,35.12,Gingoog City
2026-01-08 12:00:49+08:00,29.14,67.0,32.47,Iligan City
2026-01-08 12:01:55+08:00,27.51,80.0,30.91,Iloilo City
2026-01-08 12:02:06+08:00,32.92,53.0,37.01,Koronadal
2026-01-08 12:02:19+08:00,27.79,86.0,32.46,Legazpi City
2026-01-08 12:02:25+08:00,27.1,84.0,30.37,Lucena
2026-01-08 12:02:36+08:00,27.16,55.0,27.91,Malaybalay
2026-01-08 12:01:43+08:00,30.47,57.0,33.11,Ormoc
2026-01-08 12:01:44+08:00,29.08,66.0,32.17,Pagadian
2026-01-08 12:03:17+08:00,28.33,73.0,31.78,Quezon City
2026-01-08 12:00:45+08:00,29.79,62.0,32.82,Tacloban City
2026-01-08 12:04:16+08:00,28.72,72.0,32.47,Toledo City
2026-01-08 12:04:28+08:00,29.99,74.0,36.01,Zamboanga City
2026-01-08 13:00:02+08:00,29.25,54.0,30.54,Angeles City
2026-01-08 13:00:04+08:00,27.71,71.0,30.23,Antipolo
2026-01-08 13:00:05+08:00,27.6,76.0,30.62,Bacolod
2026-01-08 13:00:13+08:00,29.0,74.0,33.49,Bais
2026-01-08 13:00:18+08:00,28.77,72.0,32.58,Batangas City
2026-01-08 13:00:22+08:00,26.61,83.0,26.61,Baybay
2026-01-08 12:55:32+08:00,28.97,68.0,32.3,Bogo
2026-01-08 13:00:32+08:00,27.29,78.0,30.18,Borongan
2026-01-08 13:00:34+08:00,31.66,75.0,38.66,Cabadbaran
2026-01-08 13:00:36+08:00,29.34,62.0,31.97,Cabanatuan City
2026-01-08 13:00:40+08:00,28.18,74.0,31.6,Cadiz
2026-01-08 13:00:42+08:00,30.51,66.0,35.26,Cagayan de Oro
2026-01-08 13:00:47+08:00,26.1,79.0,26.1,Calamba
2026-01-08 13:00:50+08:00,29.69,65.0,33.22,Calbayog City
2026-01-08 12:57:30+08:00,27.88,78.0,31.51,Caloocan City
2026-01-08 13:01:02+08:00,30.3,61.0,33.63,Catbalogan
2026-01-08 13:01:07+08:00,29.81,74.0,35.54,Cebu City
2026-01-08 13:01:04+08:00,31.05,66.0,36.56,Davao
2026-01-08 13:01:27+08:00,33.05,63.0,40.05,Digos
2026-01-08 13:01:28+08:00,29.07,72.0,33.27,Dipolog
2026-01-08 12:59:56+08:00,28.99,79.0,34.5,Dumaguete
2026-01-08 13:01:42+08:00,31.04,62.0,35.44,Gingoog City
2026-01-08 13:01:50+08:00,27.85,78.0,31.44,Iloilo City
2026-01-08 13:01:42+08:00,31.81,63.0,37.54,Kidapawan
2026-01-08 13:02:04+08:00,33.82,52.0,38.67,Koronadal
2026-01-08 13:01:42+08:00,30.02,74.0,36.09,Lapu-Lapu City
2026-01-08 13:02:17+08:00,26.84,87.0,30.0,Legazpi City
2026-01-08 13:02:21+08:00,27.39,81.0,30.74,Lucena
2026-01-08 13:01:47+08:00,27.64,74.0,30.46,Makati City
2026-01-08 13:02:31+08:00,27.58,54.0,28.32,Malaybalay
2026-01-08 12:59:11+08:00,27.86,77.0,31.32,Manila
2026-01-08 13:02:35+08:00,30.49,59.0,33.57,Ormoc
2026-01-08 13:00:00+08:00,27.66,77.0,30.87,Quezon City
2026-01-08 12:59:59+08:00,29.66,74.0,35.14,Surigao City
2026-01-08 13:00:46+08:00,29.79,63.0,33.02,Tacloban City
2026-01-08 13:04:06+08:00,28.71,70.0,32.1,Toledo City
2026-01-08 13:04:20+08:00,30.99,66.0,36.41,Zamboanga City
2026-01-08 14:00:04+08:00,27.45,69.0,29.54,Antipolo
2026-01-08 14:00:07+08:00,27.78,75.0,30.88,Bacolod
2026-01-08 13:59:29+08:00,19.25,81.0,19.35,Baguio
2026-01-08 14:00:15+08:00,29.38,72.0,34.0,Bais
2026-01-08 14:00:25+08:00,27.78,82.0,31.84,Baybay
2026-01-08 14:00:32+08:00,28.88,68.0,32.12,Bogo
2026-01-08 14:00:34+08:00,26.9,81.0,29.61,Borongan
2026-01-08 13:57:34+08:00,32.23,62.0,38.26,Butuan
2026-01-08 14:00:38+08:00,32.22,75.0,39.22,Cabadbaran
2026-01-08 14:00:39+08:00,28.79,62.0,30.98,Cabanatuan City
2026-01-08 14:00:43+08:00,28.17,74.0,31.58,Cadiz
2026-01-08 14:00:46+08:00,31.06,63.0,35.75,Cagayan de Oro
2026-01-08 14:00:05+08:00,26.66,79.0,26.66,Calamba
2026-01-08 14:00:55+08:00,29.34,68.0,33.08,Calbayog City
2026-01-08 13:56:31+08:00,26.82,80.0,29.35,Caloocan City
2026-01-08 14:01:07+08:00,30.04,63.0,33.53,Catbalogan
2026-01-08 14:01:26+08:00,23.12,88.0,23.79,Dagupan
2026-01-08 14:01:08+08:00,32.05,58.0,36.59,Davao
2026-01-08 14:00:02+08:00,32.88,62.0,39.88,Digos
2026-01-08 14:01:40+08:00,29.19,71.0,33.34,Dipolog
2026-01-08 14:01:42+08:00,28.99,84.0,35.61,Dumaguete
2026-01-08 14:01:50+08:00,33.88,49.0,37.8,General Santos
2026-01-08 14:01:41+08:00,30.97,66.0,36.36,Gingoog City
2026-01-08 14:01:15+08:00,28.81,71.0,32.49,Iligan City
2026-01-08 14:02:02+08:00,27.86,76.0,31.19,Iloilo City
2026-01-08 14:02:13+08:00,31.67,63.0,37.19,Kidapawan
2026-01-08 14:02:15+08:00,33.52,52.0,38.0,Koronadal
2026-01-08 14:02:24+08:00,31.02,70.0,37.65,Lapu-Lapu City
2026-01-08 14:02:27+08:00,27.37,86.0,31.3,Legazpi City
2026-01-08 14:02:36+08:00,27.4,78.0,30.42,Lucena
2026-01-08 14:02:46+08:00,27.38,56.0,28.24,Malaybalay
2026-01-08 13:58:39+08:00,26.86,79.0,29.35,Manila
2026-01-08 14:03:25+08:00,30.4,62.0,34.06,Ormoc
2026-01-08 14:03:32+08:00,29.71,64.0,33.06,Pagadian
2026-01-08 14:02:18+08:00,27.49,77.0,30.5,Quezon City
2026-01-08 14:04:13+08:00,29.72,75.0,35.54,Surigao City
2026-01-08 14:04:20+08:00,29.6,66.0,33.24,Tacloban City
2026-01-08 14:04:45+08:00,28.87,67.0,31.92,Toledo City
2026-01-08 14:05:00+08:00,30.99,70.0,37.57,Zamboanga City
2026-01-08 15:00:03+08:00,29.25,58.0,31.14,Angeles City
2026-01-08 15:00:05+08:00,27.71,66.0,29.66,Antipolo
2026-01-08 15:00:03+08:00,18.14,87.0,18.28,Baguio
2026-01-08 14:58:50+08:00,27.77,77.0,31.12,Batangas City
2026-01-08 15:00:26+08:00,28.22,81.0,32.82,Baybay
2026-01-08 15:00:36+08:00,31.67,67.0,38.45,Butuan
2026-01-08 15:00:39+08:00,32.22,69.0,39.22,Cabadbaran
2026-01-08 15:00:47+08:00,28.94,76.0,33.75,Cagayan de Oro
2026-01-08 15:00:51+08:00,27.77,79.0,31.39,Calamba
2026-01-08 15:00:54+08:00,29.38,69.0,33.37,Calbayog City
2026-01-08 14:57:14+08:00,27.89,77.0,31.39,Caloocan City
2026-01-08 15:01:06+08:00,29.95,67.0,34.22,Catbalogan
2026-01-08 14:56:33+08:00,29.81,74.0,35.54,Cebu City
2026-01-08 15:01:25+08:00,23.58,86.0,24.24,Dagupan
2026-01-08 15:01:35+08:00,32.43,64.0,39.43,Digos
2026-01-08 15:00:53+08:00,28.71,75.0,32.99,Dipolog
2026-01-08 15:01:39+08:00,28.99,79.0,34.5,Dumaguete
2026-01-08 15:01:03+08:00,33.88,49.0,37.8,General Santos
2026-01-08 15:01:42+08:00,30.0,73.0,35.78,Gingoog City
2026-01-08 15:01:03+08:00,28.07,76.0,31.66,Iligan City
2026-01-08 15:01:59+08:00,28.15,79.0,32.32,Iloilo City
2026-01-08 15:01:41+08:00,31.19,65.0,36.62,Kidapawan
2026-01-08 15:02:12+08:00,33.32,54.0,38.21,Koronadal
2026-01-08 15:01:11+08:00,30.02,74.0,36.09,Lapu-Lapu City
2026-01-08 15:02:24+08:00,27.82,85.0,32.39,Legazpi City
2026-01-08 15:02:29+08:00,27.64,82.0,31.48,Lucena
2026-01-08 14:58:26+08:00,27.84,74.0,30.87,Makati City
2026-01-08 15:02:41+08:00,26.62,62.0,26.62,Malaybalay
2026-01-08 15:01:40+08:00,27.82,76.0,31.1,Manila
2026-01-08 15:03:01+08:00,30.07,64.0,33.81,Ormoc
2026-01-08 15:03:05+08:00,28.98,69.0,32.5,Pagadian
2026-01-08 15:03:17+08:00,27.66,77.0,30.87,Quezon City
2026-01-08 15:03:49+08:00,29.22,80.0,35.36,Surigao City
2026-01-08 15:00:46+08:00,29.45,67.0,33.12,Tacloban City
2026-01-08 15:04:16+08:00,28.44,71.0,31.7,Toledo City
2026-01-08 15:04:31+08:00,29.99,74.0,36.01,Zamboanga City
2026-01-08 16:00:03+08:00,29.25,58.0,31.14,Angeles City
2026-01-08 16:00:05+08:00,27.42,68.0,29.38,Antipolo
2026-01-08 16:00:08+08:00,26.98,82.0,29.88,Bacolod
2026-01-08 16:00:00+08:00,18.14,84.0,18.2,Baguio
2026-01-08 16:00:16+08:00,28.75,74.0,32.9,Bais
2026-01-08 16:00:23+08:00,27.17,79.0,30.02,Batangas City
2026-01-08 16:00:27+08:00,28.12,82.0,32.73,Baybay
2026-01-08 16:00:33+08:00,28.23,70.0,31.12,Bogo
2026-01-08 15:57:11+08:00,26.27,84.0,26.27,Borongan
2026-01-08 16:00:13+08:00,30.0,76.0,36.56,Butuan
2026-01-08 16:00:38+08:00,29.99,80.0,36.99,Cabadbaran
2026-01-08 15:55:42+08:00,28.79,63.0,31.13,Cabanatuan City
2026-01-08 16:00:46+08:00,27.22,79.0,30.13,Cadiz
2026-01-08 16:00:02+08:00,28.4,81.0,33.3,Cagayan de Oro
2026-01-08 16:00:55+08:00,28.74,75.0,33.06,Calbayog City
2026-01-08 16:00:57+08:00,27.89,76.0,31.25,Caloocan City
2026-01-08 16:01:06+08:00,28.69,73.0,32.58,Catbalogan
2026-01-08 15:59:06+08:00,29.81,70.0,34.58,Cebu City
2026-01-08 16:00:31+08:00,22.72,90.0,23.4,Dagupan
2026-01-08 16:00:28+08:00,33.05,55.0,37.93,Davao
2026-01-08 16:01:33+08:00,32.0,69.0,39.0,Digos
2026-01-08 16:01:45+08:00,33.88,52.0,38.81,General Santos
2026-01-08 16:01:49+08:00,29.03,77.0,34.18,Gingoog City
2026-01-08 16:01:56+08:00,26.83,84.0,29.71,Iligan City
2026-01-08 16:01:58+08:00,27.63,81.0,31.33,Iloilo City
2026-01-08 16:01:42+08:00,30.35,75.0,37.27,Kidapawan
2026-01-08 16:02:10+08:00,32.8,59.0,38.67,Koronadal
2026-01-08 16:02:22+08:00,27.54,85.0,31.63,Legazpi City
2026-01-08 16:02:29+08:00,27.14,84.0,30.47,Lucena
2026-01-08 15:59:10+08:00,27.84,73.0,30.74,Makati City
2026-01-08 16:02:38+08:00,25.66,74.0,26.21,Malaybalay
2026-01-08 16:00:00+08:00,27.88,75.0,31.09,Manila
2026-01-08 16:03:00+08:00,29.39,70.0,33.6,Ormoc
2026-01-08 16:03:05+08:00,27.57,76.0,30.55,Pagadian
2026-01-08 16:03:47+08:00,28.82,82.0,34.66,Surigao City
2026-01-08 16:03:52+08:00,28.86,71.0,32.6,Tacloban City
2026-01-08 16:04:15+08:00,28.37,73.0,31.87,Toledo City
2026-01-08 16:03:26+08:00,29.99,74.0,36.01,Zamboanga City
2026-01-08 17:00:04+08:00,26.7,75.0,28.71,Antipolo
2026-01-08 17:00:06+08:00,26.12,83.0,26.12,Bacolod
2026-01-08 17:00:14+08:00,28.21,77.0,32.14,Bais
2026-01-08 17:00:23+08:00,27.32,82.0,30.69,Baybay
2026-01-08 17:00:33+08:00,27.37,75.0,30.02,Bogo
2026-01-08 16:57:46+08:00,25.55,88.0,26.46,Borongan
2026-01-08 17:00:39+08:00,28.88,83.0,35.05,Cabadbaran
2026-01-08 16:59:11+08:00,28.23,69.0,30.98,Cabanatuan City
2026-01-08 17:00:45+08:00,26.74,81.0,29.25,Cadiz
2026-01-08 17:00:02+08:00,29.95,66.0,33.99,Cagayan de Oro
2026-01-08 17:00:53+08:00,26.66,80.0,26.66,Calamba
2026-01-08 17:00:57+08:00,27.77,79.0,31.39,Calbayog City
2026-01-08 17:00:06+08:00,27.39,77.0,30.28,Caloocan City
2026-01-08 17:01:09+08:00,27.18,79.0,30.04,Catbalogan
2026-01-08 16:57:05+08:00,29.81,70.0,34.58,Cebu City
2026-01-08 17:00:31+08:00,21.73,93.0,22.39,Dagupan
2026-01-08 17:01:05+08:00,33.05,55.0,37.93,Davao
2026-01-08 17:01:37+08:00,30.67,71.0,37.01,Digos
2026-01-08 17:01:39+08:00,27.08,83.0,30.22,Dipolog
2026-01-08 16:58:41+08:00,28.99,84.0,35.61,Dumaguete
2026-01-08 17:00:50+08:00,33.88,49.0,37.8,General Santos
2026-01-08 17:01:43+08:00,26.06,87.0,26.06,Gingoog City
2026-01-08 17:01:58+08:00,26.16,88.0,26.16,Iligan City
2026-01-08 17:02:09+08:00,29.01,76.0,33.92,Kidapawan
2026-01-08 17:02:12+08:00,30.42,67.0,35.3,Koronadal
2026-01-08 17:00:54+08:00,30.02,70.0,35.09,Lapu-Lapu City
2026-01-08 17:02:23+08:00,26.51,88.0,26.51,Legazpi City
2026-01-08 17:02:30+08:00,26.19,85.0,26.19,Lucena
2026-01-08 16:59:49+08:00,27.29,77.0,30.07,Makati City
2026-01-08 17:02:40+08:00,23.65,85.0,24.29,Malaybalay
2026-01-08 17:03:04+08:00,27.72,81.0,31.55,Ormoc
2026-01-08 17:03:08+08:00,26.31,81.0,26.31,Pagadian
2026-01-08 17:01:07+08:00,27.34,76.0,30.07,Quezon City
2026-01-08 17:03:50+08:00,27.77,84.0,32.11,Surigao City
2026-01-08 17:01:52+08:00,27.2,80.0,30.19,Tacloban City
2026-01-08 17:04:20+08:00,27.54,76.0,30.49,Toledo City
2026-01-08 17:04:33+08:00,29.99,74.0,36.01,Zamboanga City
2026-01-08 18:00:00+08:00,29.25,61.0,31.63,Angeles City
2026-01-08 18:00:04+08:00,25.4,82.0,26.14,Antipolo
2026-01-08 18:00:06+08:00,25.44,86.0,26.29,Bacolod
2026-01-08 17:56:43+08:00,15.91,97.0,16.09,Baguio
2026-01-08 18:00:14+08:00,27.17,79.0,30.02,Bais
2026-01-08 18:00:21+08:00,25.44,87.0,26.31,Batangas City
2026-01-08 18:00:24+08:00,26.26,85.0,26.26,Baybay
2026-01-08 18:00:20+08:00,26.14,79.0,26.14,Bogo
2026-01-08 18:00:33+08:00,25.13,91.0,26.07,Borongan
2026-01-08 17:58:17+08:00,28.34,87.0,34.25,Butuan
2026-01-08 18:00:39+08:00,27.12,72.0,29.24,Cabanatuan City
2026-01-08 18:00:46+08:00,28.28,69.0,31.07,Cagayan de Oro
2026-01-08 18:00:50+08:00,26.1,82.0,26.1,Calamba
2026-01-08 18:00:54+08:00,26.11,85.0,26.11,Calbayog City
2026-01-08 18:01:07+08:00,26.16,83.0,26.16,Catbalogan
2026-01-08 17:57:06+08:00,28.81,74.0,33.04,Cebu City
2026-01-08 18:00:26+08:00,21.4,95.0,22.08,Dagupan
2026-01-08 18:01:36+08:00,28.99,84.0,35.61,Dumaguete
2026-01-08 18:01:43+08:00,31.88,58.0,36.22,General Santos
2026-01-08 18:01:47+08:00,24.96,92.0,25.91,Gingoog City
2026-01-08 18:01:53+08:00,24.68,92.0,25.61,Iligan City
2026-01-08 18:01:55+08:00,25.74,84.0,26.56,Iloilo City
2026-01-08 18:01:00+08:00,26.81,86.0,29.84,Kidapawan
2026-01-08 18:02:07+08:00,26.57,78.0,26.57,Koronadal
2026-01-08 18:00:36+08:00,29.02,74.0,33.54,Lapu-Lapu City
2026-01-08 18:02:18+08:00,25.3,92.0,26.29,Legazpi City
2026-01-08 18:02:23+08:00,25.13,87.0,25.97,Lucena
2026-01-08 18:00:00+08:00,27.55,73.0,30.16,Makati City
2026-01-08 18:02:32+08:00,21.28,93.0,21.89,Malaybalay
2026-01-08 18:01:43+08:00,27.06,75.0,29.4,Manila
2026-01-08 18:03:02+08:00,25.3,83.0,26.05,Pagadian
2026-01-08 18:03:46+08:00,26.37,86.0,26.37,Surigao City
2026-01-08 18:00:50+08:00,25.84,85.0,26.7,Tacloban City
2026-01-08 18:04:13+08:00,26.74,76.0,28.86,Toledo City
2026-01-08 18:04:26+08:00,29.99,74.0,36.01,Zamboanga City
2026-01-08 19:00:00+08:00,29.25,61.0,31.63,Angeles City
2026-01-08 19:00:04+08:00,24.7,84.0,25.42,Antipolo
2026-01-08 19:00:07+08:00,25.17,88.0,26.04,Bacolod
2026-01-08 18:58:26+08:00,14.8,97.0,14.87,Baguio
2026-01-08 19:00:15+08:00,26.67,79.0,28.95,Bais
2026-01-08 19:00:25+08:00,25.94,86.0,26.84,Baybay
2026-01-08 19:00:33+08:00,25.62,82.0,26.38,Bogo
2026-01-08 19:00:35+08:00,25.17,91.0,26.12,Borongan
2026-01-08 19:00:37+08:00,27.23,90.0,31.4,Butuan
2026-01-08 19:00:39+08:00,27.22,81.0,30.34,Cabadbaran
2026-01-08 19:00:41+08:00,26.01,75.0,26.01,Cabanatuan City
2026-01-08 18:58:22+08:00,26.0,82.0,26.0,Cadiz
2026-01-08 19:00:47+08:00,28.28,69.0,31.07,Cagayan de Oro
2026-01-08 19:00:51+08:00,24.43,85.0,25.15,Calamba
2026-01-08 19:00:55+08:00,25.1,89.0,25.99,Calbayog City
2026-01-08 19:00:57+08:00,27.28,76.0,29.94,Caloocan City
2026-01-08 19:01:05+08:00,25.5,86.0,26.35,Catbalogan
2026-01-08 18:57:11+08:00,27.81,78.0,31.35,Cebu City
2026-01-08 19:01:22+08:00,21.41,95.0,22.09,Dagupan
2026-01-08 18:56:51+08:00,30.05,66.0,34.22,Davao
2026-01-08 19:01:32+08:00,28.12,82.0,32.73,Digos
2026-01-08 19:01:34+08:00,25.68,90.0,26.65,Dipolog
2026-01-08 19:01:35+08:00,27.99,89.0,33.54,Dumaguete
2026-01-08 19:01:42+08:00,27.8,75.0,30.92,General Santos
2026-01-08 19:01:41+08:00,24.64,94.0,25.61,Gingoog City
2026-01-08 19:01:52+08:00,24.34,93.0,25.26,Iligan City
2026-01-08 19:01:54+08:00,25.3,84.0,26.08,Iloilo City
2026-01-08 19:00:16+08:00,26.22,86.0,26.22,Kidapawan
